Gene_Name	UniProtKB_ID	Ensembl_Protein_ID	A0218_6A	A0218_6B	A0218_4B	A0218_4A	A0218_8B	A0218_2A	A0218_2B	A0218_1A_WHIM16	A0218_8A	Adult_Colon_bRP_Elite_50	Adult_Rectum_bRP_Elite_84	Adult_Colon_Gel_Elite_51	A0218_1B	A0218_5A	A0218_5B	A0218_7B	A0218_7A	Adult_Rectum_Gel_Elite_63	A0218_3B	A0218_3A	A0232_6	A0232_4	A0232_5	A0232_2	A0232_3	A0218_9B	A0232_1	A0218_9A	A0218_10A	A0218_10B	
DSCR3	O14972,A8MY26,A8MTY9	ENSP00000311399,ENSP00000381967,ENSP00000419496,ENSP00000381964,ENSP00000420029,ENSP00000440308,ENSP00000288304	1	0	0	4	1	0	1	3	0	4	3	6	0	0	0	0	1	1	0	4	1	1	1	1	0	0	1	1	0	0	
PTCD1	O75127,C9JGL8,C9JWL7,C9JQN9	ENSP00000292478,ENSP00000390530,ENSP00000408059,ENSP00000401600,ENSP00000410697,ENSP00000450995,ENSP00000405425	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	
PRL	P01236,A6XMH3,Q5I0G2	ENSP00000302150,ENSP00000480195,ENSP00000478566,ENSP00000388401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
GNAL	P38405,K7EPE2,K7EQ80,K7EMY6	ENSP00000334051,ENSP00000439023,ENSP00000269162,ENSP00000408489,ENSP00000467345,ENSP00000467709,ENSP00000473600,ENSP00000466709,ENSP00000438865,ENSP00000443481	3	3	3	2	2	4	3	2	3	2	1	1	1	2	2	3	3	2	2	3	3	4	4	6	4	0	3	0	0	1	
HLTF	Q14527,A0A0C4DGA6,H7C5K0	ENSP00000420745,ENSP00000308944,ENSP00000376644,ENSP00000420429,ENSP00000420106,ENSP00000439163,ENSP00000376645	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
AGFG2	O95081,A0A0C4DG34,H7BZA5	ENSP00000394453,ENSP00000300176,ENSP00000388594,ENSP00000262935	1	1	0	0	0	0	2	0	0	2	2	2	0	0	0	0	0	1	0	0	0	2	0	0	1	0	1	0	0	0	
AGFG1	P52594,C9J2I0,H7C0S7,B8ZZY2	ENSP00000387282,ENSP00000312059,ENSP00000387154,ENSP00000362775,ENSP00000387218,ENSP00000405429,ENSP00000396469,ENSP00000440229	2	5	9	5	5	4	5	3	2	2	4	0	5	1	9	6	2	0	6	3	16	5	6	5	5	5	6	3	4	2	
DPF2	Q92785,E9PN04,H0YEI1,J3KMZ8	ENSP00000436901,ENSP00000399714,ENSP00000252268,ENSP00000434885,ENSP00000435887	2	1	2	2	2	0	4	0	0	2	3	0	1	2	4	3	2	0	3	2	2	1	1	3	1	1	2	0	1	1	
DPF3	Q92784,F8W7T1	ENSP00000450518,ENSP00000381791,ENSP00000370614,ENSP00000444662,ENSP00000441640,ENSP00000479526,ENSP00000481992,ENSP00000438361,ENSP00000381797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
DPF1	Q92782,C8C3P2,E9PDV3,J3KQY6,C9JGC1,K7EJD5,F8WEC4,C9IZH8	ENSP00000397354,ENSP00000390223,ENSP00000408201,ENSP00000391884,ENSP00000347716,ENSP00000411569,ENSP00000416347,ENSP00000399015,ENSP00000465123,ENSP00000412098,ENSP00000483226,ENSP00000394981,ENSP00000413691	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
ASNA1	O43681,A0A087WXS7,K7ERW9	ENSP00000466379,ENSP00000468450,ENSP00000349887,ENSP00000481254	10	16	14	14	9	17	16	9	12	12	13	7	13	11	13	9	8	4	12	15	32	30	29	23	25	10	26	11	6	16	
RPS12	P25398	ENSP00000230050	27	43	40	32	35	35	39	23	28	14	35	11	32	20	45	30	32	16	25	21	34	46	43	48	60	27	52	20	17	40	
RPL18A	Q02543,M0R1A7,M0R117,M0R0P7,M0R3D6	ENSP00000222247,ENSP00000471584,ENSP00000471360,ENSP00000473155,ENSP00000471748,ENSP00000403914	15	37	27	16	24	24	29	17	22	18	30	15	22	13	29	25	15	18	21	19	49	70	58	48	68	24	40	17	11	26	
KRT3	P12035	ENSP00000413479,ENSP00000312206	0	0	0	0	0	0	0	1	0	2	1	37	0	0	0	0	0	52	0	0	0	1	1	0	1	0	0	0	0	0	
KRT2	P35908	ENSP00000310861	2	2	9	10	7	14	12	4	3	5	5	524	2	15	8	5	2	962	8	5	8	12	13	5	5	2	3	4	4	9	
KRT1	P04264	ENSP00000252244	6	12	34	26	10	30	34	17	24	21	19	1220	5	64	55	13	8	1443	29	25	26	32	38	15	25	13	12	10	17	18	
KRT7	P08729	ENSP00000329243,ENSP00000447285,ENSP00000444547,ENSP00000393966	81	242	236	207	195	123	135	114	122	2	1	0	160	170	201	187	55	0	202	89	347	266	281	261	271	258	277	81	130	227	
ENSP00000470795	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
KRT5	P13647,F8W0C6,H0YI76,H0YIN9,F8VV57,F8VU69	ENSP00000252242,ENSP00000448767,ENSP00000449783,ENSP00000447209,ENSP00000448041,ENSP00000449651,ENSP00000406215	42	47	46	103	47	47	44	40	74	3	3	187	40	86	42	43	43	266	44	33	90	66	64	63	67	45	74	29	53	33	
KRT4	P19013,F8VZR6,F8VX05	ENSP00000448220,ENSP00000449755,ENSP00000447320,ENSP00000293774,ENSP00000387904	2	3	6	4	5	4	4	2	4	0	0	1	3	3	4	5	2	7	2	4	13	5	7	7	4	7	9	4	3	8	
KRT9	P35527,K7EQQ3	ENSP00000246662,ENSP00000467932	5	10	27	17	11	26	21	9	6	1	5	807	7	58	46	14	4	872	38	22	14	12	13	2	6	5	5	7	8	4	
KRT8	P05787,A0A0U1RQU6,F8W1U3,F8VUG2,F8VP67,F8VQY3,H0YIB2	ENSP00000447566,ENSP00000293308,ENSP00000447402,ENSP00000449404,ENSP00000447881,ENSP00000449010,ENSP00000447040,ENSP00000450340,ENSP00000450228,ENSP00000489174,ENSP00000449640,ENSP00000448048,ENSP00000448681	172	146	189	387	164	299	109	191	241	246	340	374	106	389	132	151	269	279	130	201	428	307	349	324	315	129	321	132	170	128	
DACT1	Q9NYF0,B7Z673,C9JGV7	ENSP00000451598,ENSP00000404297,ENSP00000378582,ENSP00000337439,ENSP00000442850,ENSP00000378581	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
DACT3	Q96B18,A0A0C4DFP1,G5E9H6	ENSP00000300875,ENSP00000375783,ENSP00000387300	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BORCS7	-	ENSP00000342331,ENSP00000358899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
VPS45	Q9NRW7,Q5T4Q0,B7Z7G7,A0A087WU65	ENSP00000358126,ENSP00000481356,ENSP00000358124,ENSP00000400143,ENSP00000440690,ENSP00000478403,ENSP00000438684	1	10	5	3	7	2	8	4	1	0	0	0	6	2	7	6	2	0	4	2	17	14	14	8	7	4	4	5	1	2	
BORCS5	G3V1P3	ENSP00000443023,ENSP00000321546,ENSP00000298571,ENSP00000485829,ENSP00000486120,ENSP00000486584	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
RRNAD1	Q96FB5,E5RJL6,E5RHI7,E5RIL6,E5RI42,H0YBL9	ENSP00000357201,ENSP00000357199,ENSP00000429756,ENSP00000429389,ENSP00000429053,ENSP00000430787,ENSP00000429800	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
VPS41	P49754,H7BZX6,C9J2U9,C9JU58,H7C0K2,H7BXH3,C9JZ11,C9J3F8	ENSP00000309457,ENSP00000379297,ENSP00000391980,ENSP00000395410,ENSP00000412974,ENSP00000265745,ENSP00000411919,ENSP00000407835,ENSP00000398584	1	1	2	2	2	1	1	0	2	1	1	0	0	0	1	0	3	0	0	1	5	4	3	1	3	1	4	1	0	1	
BCAP29	Q9UHQ4,B7Z2L0,C9IYK6,H0Y7N8,C9JGJ9,C9JP06,H7C5E2,F8WDG1,F8WB99,C9JTE9	ENSP00000005259,ENSP00000418993,ENSP00000420365,ENSP00000400718,ENSP00000390733,ENSP00000418816,ENSP00000395828,ENSP00000409350,ENSP00000368412,ENSP00000420313,ENSP00000419681,ENSP00000414164,ENSP00000368414,ENSP00000368416	0	0	0	0	0	1	0	1	1	12	3	10	0	2	0	0	0	7	0	1	1	1	6	1	3	0	1	2	2	0	
TMCC1	O94876,D6RH19,E9PC87,D6RBT7	ENSP00000404711,ENSP00000376930,ENSP00000426180,ENSP00000422544,ENSP00000427352,ENSP00000389892,ENSP00000327349	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TMCC2	O75069,A0A0C4DFR1,G5E963,A6NJC0	ENSP00000350718,ENSP00000356127,ENSP00000331842,ENSP00000329436,ENSP00000437943	3	2	1	2	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	2	0	3	0	
PHF20	Q9BVI0,Q5JWZ0,B0QZ19,B0QYY0,Q5JXL1,A0A0A0MT13,F8WCQ1	ENSP00000363124,ENSP00000404455,ENSP00000341900,ENSP00000363112,ENSP00000391915,ENSP00000413712,ENSP00000410373	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
SDR42E1	Q8WUS8,E9PQ06	ENSP00000332407,ENSP00000434529	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MAF1	Q9H063,H0YEV4,E9PJ05,E9PR76,E9PSH4	ENSP00000318604,ENSP00000433979,ENSP00000436720,ENSP00000431907,ENSP00000436030,ENSP00000436639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TAS2R31	P59538,A0A0G2JN24,A0A0J9YWB3	ENSP00000375093,ENSP00000487885,ENSP00000459810,ENSP00000480480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NMNAT3	Q96T66,D6R975,D6REC8,D6RGG8,D6RHV4,D6RGH7	ENSP00000423335,ENSP00000340523,ENSP00000412953,ENSP00000296202,ENSP00000425041,ENSP00000426357,ENSP00000427634,ENSP00000426375,ENSP00000384319,ENSP00000384684	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	
NMNAT1	Q9HAN9,B1AN62,K7EPD7	ENSP00000385131,ENSP00000366410,ENSP00000435134,ENSP00000467340	0	0	0	1	0	0	0	0	1	2	0	2	0	1	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	
ZNF382	Q96SR6,C9JME7,K7EK67,K7EQ52	ENSP00000389722,ENSP00000467675,ENSP00000292928,ENSP00000407593,ENSP00000410113,ENSP00000465485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
TAS2R38	P59533	ENSP00000448219,ENSP00000455619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
AC005943.2	-	ENSP00000468614	0	1	1	1	0	0	1	0	0	0	0	0	0	1	2	0	1	0	1	1	3	2	2	2	2	1	2	0	1	1	
EPB41L1	Q9H4G0,A0A0C4DH22,Q4VXN7,Q4VXN2,A0A0D9SG07,X6RC15,H7C2K6,Q4VXN0,H0Y482,Q4VXN6,Q4VXN1,Q4VXN5,Q4VXN8	ENSP00000202028,ENSP00000393106,ENSP00000385244,ENSP00000404341,ENSP00000363061,ENSP00000487049,ENSP00000413262,ENSP00000396366,ENSP00000408877,ENSP00000363056,ENSP00000337168,ENSP00000363052,ENSP00000406464,ENSP00000388281,ENSP00000390262,ENSP00000399214,ENSP00000363057,ENSP00000380482,ENSP00000363062,ENSP00000380474,ENSP00000339184	1	11	11	2	7	0	15	0	0	4	9	0	8	1	10	10	6	0	7	1	10	9	10	6	10	6	9	1	0	7	
NAA16	Q6N069	ENSP00000368716,ENSP00000386103,ENSP00000432364,ENSP00000368674	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	0	1	0	2	0	1	0	0	0	0	0	
EPB41L3	Q9Y2J2,B2RB02,A8K968,J3QS55,J3QR33,J3KS70,A0A0J9YW31,J3KRD1,A0A0U1RR92,A0A0A0MRA8,J3QKY2,J3QKK4,A0A0J9YY18,J3QLU5,A0A0J9YWE1,A0A0J9YWN0,J3QS83,J3KT37,A0A0J9YWS4,J3QRQ6,A0A0J9YW26	ENSP00000343158,ENSP00000442091,ENSP00000488626,ENSP00000464570,ENSP00000488647,ENSP00000487786,ENSP00000487915,ENSP00000488095,ENSP00000488037,ENSP00000487780,ENSP00000462783,ENSP00000489405,ENSP00000464533,ENSP00000462692,ENSP00000464020,ENSP00000464148,ENSP00000463122,ENSP00000461937,ENSP00000463289,ENSP00000462338,ENSP00000464336,ENSP00000463707,ENSP00000441174,ENSP00000382981,ENSP00000341138,ENSP00000442748,ENSP00000392195,ENSP00000442233,ENSP00000443394	0	0	0	0	0	0	0	0	0	42	33	8	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	
RPS18	P62269,Q5GGW2,J3JS69,A0A0G2JQH2	ENSP00000392349,ENSP00000485840,ENSP00000211372,ENSP00000437050,ENSP00000431986,ENSP00000416110,ENSP00000434786,ENSP00000431721,ENSP00000393241,ENSP00000434837,ENSP00000403175,ENSP00000412583,ENSP00000432580	19	66	39	25	33	31	41	25	42	24	41	31	33	35	44	42	24	20	39	29	78	90	87	74	82	57	68	31	24	46	
EPB41L5	Q9HCM4	ENSP00000263713,ENSP00000393856,ENSP00000329687,ENSP00000393722,ENSP00000390439	2	5	0	1	1	1	1	3	2	0	2	0	1	0	0	1	1	0	0	2	6	3	3	3	3	0	3	0	0	1	
ACSS3	Q9H6R3,A0A0B4J1R2,F8VZB4,H0YII9	ENSP00000447748,ENSP00000449535,ENSP00000261206,ENSP00000449507,ENSP00000448965	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
ACSS2	Q9NR19,B4DEH9,F8WDJ9,C9JXD9,F8WBQ7,C9JY31,F8WCJ4,C9J7L5,F8WC73,C9IYL0	ENSP00000417783,ENSP00000418152,ENSP00000420105,ENSP00000353804,ENSP00000419167,ENSP00000418608,ENSP00000418812,ENSP00000419925,ENSP00000418362,ENSP00000420351,ENSP00000253382,ENSP00000417059,ENSP00000337190,ENSP00000363825,ENSP00000443679	0	9	8	0	15	0	9	0	0	15	11	17	8	0	11	7	1	11	11	0	14	10	8	11	8	9	10	0	0	11	
ACSS1	Q9NUB1,Q5TF43	ENSP00000316924,ENSP00000365916,ENSP00000388793,ENSP00000439304,ENSP00000365917,ENSP00000437657	8	0	0	11	0	17	0	11	7	8	12	10	0	9	0	0	15	8	0	13	15	14	19	9	13	0	10	8	9	0	
ENSP00000470828	-	-	0	0	0	0	0	0	0	0	0	14	10	15	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	
NCCRP1	Q6ZVX7	ENSP00000342137	0	4	2	0	3	0	4	0	0	0	1	1	1	0	1	4	0	0	2	0	4	3	4	2	2	2	2	0	0	6	
ENSP00000470532	-	-	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
PLEKHM1	Q9Y4G2,K7EMP2,K7EQ68,K7EPF2,K7EII8,J3KRU0,J3KRL8,J3KS30	ENSP00000483820,ENSP00000488346,ENSP00000488497,ENSP00000488358,ENSP00000488750,ENSP00000487597,ENSP00000487784,ENSP00000487707,ENSP00000488009,ENSP00000479066,ENSP00000486792,ENSP00000487342,ENSP00000485796,ENSP00000487292,ENSP00000486041,ENSP00000486818,ENSP00000487016,ENSP00000487306,ENSP00000389913,ENSP00000462282,ENSP00000462160,ENSP00000467695,ENSP00000466589,ENSP00000394344,ENSP00000462065,ENSP00000467356,ENSP00000464766,ENSP00000414352	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
PLEKHM2	Q8IWE5,Q5VVD7	ENSP00000364956,ENSP00000364950	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ABCA13	Q86UQ4,F5H7B7,H7C0U5,H0Y4D2,A0A0A0MT16,H7BZI9	ENSP00000409268,ENSP00000411096,ENSP00000442634,ENSP00000396789,ENSP00000391042,ENSP00000389861	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0	1	1	0	2	0	1	0	
VPS4A	Q9UN37	ENSP00000254950	0	0	1	2	2	0	1	1	1	8	11	6	1	1	0	1	0	4	1	0	2	0	3	2	0	0	1	0	0	0	
VPS4B	O75351,K7EKZ3,K7EL71	ENSP00000238497,ENSP00000465944,ENSP00000465846	0	3	1	3	2	7	6	4	5	15	12	10	2	2	1	2	2	12	0	5	13	10	12	8	7	1	11	5	0	1	
GMEB2	Q9UKD1,Q5JTV1	ENSP00000359086,ENSP00000266068,ENSP00000359094	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
GMEB1	Q9Y692	ENSP00000362922,ENSP00000355186,ENSP00000294409,ENSP00000406446	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
SLC43A3	Q8NBI5,E9PLW1,E9PPE4,E9PJT6,E9PL23,H0YD64,E9PNM4,E9PR64,E9PJL3,E9PLP1,E9PLF2,E9PKW3,E9PMZ1,E9PS74,E9PR94,E9PSH9,E9PJL1	ENSP00000378555,ENSP00000378556,ENSP00000337561,ENSP00000436254,ENSP00000433078,ENSP00000434515,ENSP00000435893,ENSP00000434293,ENSP00000436055,ENSP00000434913,ENSP00000435273,ENSP00000433974,ENSP00000431762,ENSP00000435156,ENSP00000434569,ENSP00000435109,ENSP00000435490,ENSP00000431367,ENSP00000434710,ENSP00000431765,ENSP00000433393,ENSP00000434371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
SLC43A2	Q8N370,I3L4J2,I3L3E3,I3L4V3	ENSP00000488355,ENSP00000483848,ENSP00000371582,ENSP00000488706,ENSP00000487944,ENSP00000487841,ENSP00000484291,ENSP00000301335,ENSP00000461382,ENSP00000408284,ENSP00000461298,ENSP00000460388,ENSP00000461553	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
SLC43A1	O75387,E9PRF0,H0YEH0,E9PJT8,E9PR87,E9PJ68	ENSP00000278426,ENSP00000435673,ENSP00000435803,ENSP00000434312,ENSP00000435647,ENSP00000432361,ENSP00000432241,ENSP00000435486,ENSP00000433453	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSP00000462128	-	-	0	0	0	0	0	0	0	0	0	6	4	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
CNTNAP1	P78357,K7EMM9	ENSP00000264638,ENSP00000466571	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	3	2	0	1	0	0	1	1	0	0	
DFNA5	O60443,C9JSR4,H7BZJ0,H7C3W1,H7C0L2,H7C147	ENSP00000339587,ENSP00000387119,ENSP00000386670,ENSP00000395540,ENSP00000389874,ENSP00000398445,ENSP00000414090,ENSP00000413963,ENSP00000401332,ENSP00000442661	4	0	0	2	1	1	0	4	2	0	0	1	0	1	0	0	1	0	0	3	0	2	0	1	0	0	1	3	0	0	
UBE2O	Q9C0C9,K7EQ12,K7ES11	ENSP00000323687,ENSP00000468498,ENSP00000467623	0	6	5	0	4	0	9	0	0	6	5	1	3	0	4	2	1	0	0	1	4	3	3	4	3	1	4	0	0	1	
RRP36	Q96EU6,U3KPZ9	ENSP00000244496,ENSP00000475391	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	
WNT3	P56703	ENSP00000225512,ENSP00000480990,ENSP00000478327	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
UBE2N	P61088,F8VV71,F8VQQ8,F8VZ29,F8VSD4	ENSP00000316176,ENSP00000449352,ENSP00000450260,ENSP00000447009,ENSP00000448352	10	29	23	20	17	13	16	7	39	13	15	13	14	14	20	22	11	6	15	15	38	33	32	31	31	18	30	16	18	18	
DCAF11	Q8TEB1,H0YN03,H0YLF1,H0YL64,H0YNT0,H0YM56,H0YLX7,H0YLQ1,H0YLB2,H0YMN6,H0YKR8,H0YN92,H0YMF7,H0YN15,H0YN21,H0YL98,H0YMZ4,H0YM86,H0YLH4,H0YL29,H0YNS2,H0YNK2	ENSP00000453470,ENSP00000452898,ENSP00000454044,ENSP00000453074,ENSP00000453916,ENSP00000415556,ENSP00000453462,ENSP00000453381,ENSP00000453208,ENSP00000453132,ENSP00000453587,ENSP00000453678,ENSP00000453290,ENSP00000453814,ENSP00000453803,ENSP00000453632,ENSP00000453505,ENSP00000454129,ENSP00000454139,ENSP00000323680,ENSP00000453805,ENSP00000453550,ENSP00000453832,ENSP00000453826,ENSP00000452915,ENSP00000453035,ENSP00000380146,ENSP00000453184,ENSP00000380142,ENSP00000453115	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	
LRRN1	Q6UXK5	ENSP00000314901	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
WNT4	P56705,H0Y663,B1AJZ6	ENSP00000290167,ENSP00000403334,ENSP00000388925,ENSP00000441033,ENSP00000363786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
PPP1R15A	O75807,M0QXL1	ENSP00000200453,ENSP00000469239,ENSP00000440241,ENSP00000443279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
RIPK2	O43353,E7ERW9,E5RGK6	ENSP00000220751,ENSP00000429271,ENSP00000427736,ENSP00000441623	1	1	1	1	0	1	1	2	0	0	0	0	2	0	0	0	0	0	1	0	1	2	2	2	1	0	3	0	0	0	
BLMH	Q13867,J3KSD8,J3KS79,K7ENH5,K7EMJ3,K7ESE8,K7ES02	ENSP00000261714,ENSP00000462353,ENSP00000468681,ENSP00000462442,ENSP00000468486,ENSP00000466527,ENSP00000466948,ENSP00000378296	2	5	5	2	2	2	4	2	2	8	6	9	6	1	5	1	1	5	4	2	4	4	7	7	3	1	3	1	0	1	
TREML4	Q6UXN2,H7C4X5	ENSP00000342570,ENSP00000418078,ENSP00000418480,ENSP00000410103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
ENSP00000468942	-	-	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
PALB2	Q86YC2,H3BN63,I3L3R6,I3L1Z5,I3L2S5	ENSP00000459237,ENSP00000454703,ENSP00000261584,ENSP00000459882,ENSP00000460666,ENSP00000455524	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
RIPK4	P57078	ENSP00000332454,ENSP00000330161,ENSP00000441754,ENSP00000442901,ENSP00000330975	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RECK	O95980	ENSP00000367202	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CDHR3	Q6ZTQ4,E7EQG5,H7C555,F8WF00,E9PEI5,H7C548	ENSP00000419593,ENSP00000325954,ENSP00000417771,ENSP00000417198,ENSP00000419017,ENSP00000418958,ENSP00000439766,ENSP00000443733,ENSP00000341510	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CRISPLD2	Q9H0B8,H3BTP0,H3BS62,H3BSZ9,J3QKP2,H3BTI0	ENSP00000262424,ENSP00000456554,ENSP00000457183,ENSP00000457655,ENSP00000454858,ENSP00000456952,ENSP00000457259,ENSP00000463171	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
SPDYE4	A6NLX3,J3QR45,J3KT05	ENSP00000329522,ENSP00000464038,ENSP00000462742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
ROGDI	Q9GZN7,K7EPS3,K7EMJ5,K7EJ96,K7ERN3,K7EPN1,K7ERP1,K7EL91,K7EID1	ENSP00000322832,ENSP00000465970,ENSP00000468343,ENSP00000466529,ENSP00000468334,ENSP00000465076,ENSP00000467509,ENSP00000467459,ENSP00000464699,ENSP00000456473,ENSP00000456032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CRISPLD1	Q9H336,B7Z8V9,E5RJS4	ENSP00000262207,ENSP00000430504,ENSP00000430105,ENSP00000429746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	
CDHR5	Q9HBB8,A0A0G2JP44,E9PPW2,E9PLX6,A0A0G2JMW3,E9PMY2,E9PKR2	ENSP00000488376,ENSP00000488183,ENSP00000482865,ENSP00000488189,ENSP00000487868,ENSP00000487773,ENSP00000480151,ENSP00000351118,ENSP00000437255,ENSP00000345726,ENSP00000435082,ENSP00000436295,ENSP00000431505,ENSP00000380676,ENSP00000326527	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
INSR	P06213,M0R3E6	ENSP00000342838,ENSP00000303830,ENSP00000473170,ENSP00000437589	0	1	0	1	1	0	0	0	0	4	3	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	
